id1,id2
7720571,21305136925
7513227,20803118524
106213625,21204131002
106432873,21301133817
107629961,20803118709
105023594,21301133003
107917106,21305136735
108721276,21303135203
105641099,20604111810
109655246,20604112621
108632496,21205132033
105997178,21303134828
105342471,20803119340
105459504,20802117443
107843116,20901119605
108492686,21301133039
108213956,21205132003
106758513,20802117917
105578189,21204131818
106583075,20902120723
109598596,21205132628
105940645,21205131922
108577836,20701114730
105288078,21302134323
106159868,20701115140
105778411,21302134404
107025586,20904121717
109347476,20604111809
105891256,21302134609
109886776,20702115840
108283536,21301133025
108153396,20904121602
109090396,21303134703
108082161,20604112201
110573289,20703116520
105246219,21205132018
109264221,20803119338
109829086,21302134320
106884825,20604112618
109223791,20902120706
105196799,21302134401
108871846,21204131011
108358836,21305136411
105140240,21302134203
107170483,21301133424
110160197,20801116827
107276685,20904121709
108969951,21302134326
110197109,20701115317
105542245,21302134429
107751516,21302134610
109178621,20803119314
108407191,20604112224
106956568,21205132028
106089321,20603111516
108939316,20702115810
105421122,20803119337
107812496,21205132642
108039836,21301134043
106685036,21302134508
106404148,21302134124
111281139,21301133421
110108325,21302134428
110296905,21305136801
105856721,20605113336
110061461,20604112618
105751275,21205132013
105829822,21302134404
104997043,21205132010
107785956,21302134229
109964896,20803118504
108466581,21001122603
109501946,20801117320
109939106,20605113001
107140419,20604112618
107115533,20604112618
106988327,20604111803
109566581,21305136404
110962639,20801117006
109754481,20604112222
110939227,21001123102
107393073,21301133430
107342242,20904121709
110137789,20605112809
106120212,20803119021
110377957,21301134012
109443541,21204131818
110330737,20904121611
110551745,20604112312
106864534,21303134827
108446401,20702115844
108851866,20605112827
109158856,21302134317
109991221,20604111732
107091396,21204131312
112126491,20803118811
110697409,21304135526
112155191,20801116825
109032941,20703116509
111450087,21205132250
112328475,20903121406
107229926,21205132748
107318892,20803119012
105178169,21003123937
110770355,21304135402
106564490,20604112617
109069571,20604112618
108822396,21204131029
109533726,21205132250
111083859,20604112613
109014711,20801117110
110089569,20901119604
106846801,21303134710
111555035,20803118614
109052096,21205131903
106142518,21301132819
107525857,20902120743
107212763,20803118828
107432243,20802117915
109135671,20801117313
111210487,21305136758
109778551,21305136305
108125331,21205131923
106668432,21205132032
107415699,20701115504
110424293,21302134320
109807901,20604112618
111067963,21303135007
106830945,20604111911
110352489,20604112208
109397106,20803119006
121041410,21305136816
106715063,20902120857
107075785,21204131325
107594977,20803118616
109552001,20604112615
108338216,20604112507
111011739,21303135225
106730703,21303134804
108025726,20604112222
105737226,21305136441
110826259,21001123121
108910221,21304135449
106646548,21303134808
110809479,20803119317
109324856,21303134808
108200326,21205132106
106744902,21205132028
110537445,20801117330
110410993,21302134405
110479597,20803118521
120992222,21304136018
109475806,20604112203
106932576,21304135509
109428556,20604111732
111366547,21303134728
107013130,20802118009
120884561,21001123121
106077031,21102126210
121066958,20901119621
110043025,20601110602
111338923,20702115740
111251651,21301133046
110887083,20701115540
112230927,20603111440
110796051,20702115933
110905503,21303135108
107465529,21204131015
109795286,21303135103
107582746,21204131321
108927786,20803118837
107248963,20604112229
110234173,20702115744
108069276,20803118625
108840731,21302134117
110649669,20702115844
110840251,21204131318
111134179,21302134423
111518799,20601110509
110268909,21303135119
121010386,20904121717
107543059,20604112202
109314146,20902120724
111355859,20801117330
111107655,21304136024
111823307,20801117216
111427491,20604112204
121030990,20605112907
107568946,20607114312
109465506,20702115917
110492865,21302134438
107260393,20803118925
107554852,20801116826
108397186,20701115123
105236228,21302134218
110634329,20703116509
111404851,21301133004
109412806,20604111732
107455942,20803118805
110250057,21001122903
112065083,20605113018
110523525,20602111107
106945297,20604112618
110926967,21302134429
112054351,20603111308
108568806,20701114611
118462483,20901120215
111488223,21003123706
111047827,21301133414
110022665,20902120515
110746129,21003123916
110856839,20604112203
110279701,20903121311
110510101,21301133235
109006326,20803118927
110442253,20604112208
109305886,21303134815
110754895,21204131806
111311811,20801116811
110288713,20803118926
109212286,20604112222
116350463,20605112802
110013829,20803118623
110617337,21301132916
111036435,21301132816
106660465,21204131804
111998923,20903121314
110400489,20803118618
105451745,20702115851
107369863,20604111911
112184827,20604111803
111202843,21102126210
110468197,21205132714
110736397,20701115116
112378335,21205131925
107485617,20802117701
111469199,21302134121
111241943,20904121602
111883423,20803118840
109591001,20604112601
109488811,21304135512
110261633,20801117205
115329095,21303134921
112271303,20702115922
109338686,20606113615
111547815,21304135402
111438071,20603111459
111263535,21303134901
112500359,21302134103
108331096,21205132251
111124267,21303134901
121057074,21003123819
111502063,20604111730
111385887,20802117910
111182823,21302134412
111938255,21305136411
110996523,20802117633
107477212,21303134804
120921589,21301133027
111150523,21205132217
110036429,20604112609
110898851,21301134044
112224303,21302134624
111743231,21104127020
112098975,21205132113
111669955,20703116436
111167311,21303134811
121024538,21005124506
110055033,21301133807
107519430,20703116524
110729993,21301133836
113264183,21103126648
109870451,21302134330
105884918,20702115821
111812399,20803119031
107609876,21305136309
112291383,20803118829
110676821,20604112618
111909347,21305136752
108147286,20803118626
106640455,20701115027
108352756,20603111406
107382792,20902120725
110917647,20604112617
112020383,20803119028
109747976,21302134117
108440416,21301133025
111421535,21303134704
111877575,20902120750
112309815,21001122911
109527901,20802117925
109496136,20802117513
111604179,20601110610
110660749,20904121710
112207319,21003123914
110504357,21001122958
111231543,20801116808
112356759,20603111513
106926885,21301133046
110459553,20903121411
110851199,20802117603
110716737,21204131029
110325121,20702115831
111118303,20801116809
107624390,20901120208
112085707,20901120204
111144991,20802117601
110990383,20901119604
107313373,20901119601
111583175,20604111804
109881306,20902120736
120936269,20702115933
112252331,20605112807
111508907,21205132013
111542431,21302134442
111056739,20604112621
111476751,21301133811
111851967,20604111703
111324751,21205132607
110689689,20802117558
107505655,20604112206
108142036,20701114607
111399607,21205132402
111729451,20606113719
111003267,20604112212
111483023,21003123804
107377598,20703116109
111681663,21302134108
112438035,20607114511
111392983,20603111403
111688671,20803118701
107512659,20607114103
111624439,20604112618
120979846,20605113331
105537197,21302134504
112043791,20702116029
106825949,20902120756
111901563,20604112229
110518577,20702115743
110684773,21003123819
107498029,20701114942
120961510,21205132126
110031565,21302134618
111102103,21304135445
107493170,21301133835
110765503,21304135449
110865519,21104127314
110368265,20604112611
112464335,21301133013
107110739,21303134823
111026079,21304136018
107165754,20604111805
111708455,20604112213
111320055,21302134430
111237259,21303135128
112414755,20702116006
112646083,20703116136
107365248,20701114730
111529607,21304135421
112687255,21104127213
107449267,20803118623
109424006,20801117123
118472027,20601110513
109876821,20702116028
111189979,21304136024
111643903,21302134104
111778959,20802118115
107616161,20605113015
112534727,21103126817
111178399,21301133919
109154436,20605112916
111807983,20604112219
107337827,21205132623
110644257,20803118524
110625341,21003123909
111915859,21001123002
112712719,20605112827
107208476,20803118616
112432935,20803118319
111271135,21301134034
109934836,21205132630
110450525,21302134405
111514295,20604112618
107388863,20801117212
110672621,20902120504
111795243,21103126524
112469187,20701114944
111833939,20702115924
112122355,20803118524
112680491,20901119618
110788975,21301133817
120966378,20605113413
112585287,21301133820
113154423,20902120513
120217313,20804119424
111160495,21304135449
111897447,21305136411
111976531,21305136433
111064131,21302134122
110883259,21302134403
112373807,21301133113
115706079,20703116210
111819531,21205131903
112696695,21205132615
112429183,21205132508
109824316,21304135440
118768951,20605112904
111665311,21205131929
111949603,20701115325
111757039,20604112215
111697531,21001123111
120941686,20702115728
111381011,20701115116
110877987,21302134117
112285547,21305136411
110373101,20703116214
108924186,20605113220
107273095,20803118525
107620800,21304135449
111934691,21205132021
111538015,20803118621
111335375,21302134621
111735515,20802117911
107579284,21205132630
120971106,20902120831
112482639,20607114409
111660139,20902120645
118363495,20902120513
121021146,21302134622
120988838,20603111414
111858018,21303134721
111227335,21204131313
111615063,21104127010
112116615,20603111432
110870915,20803118504
119274147,20604111813
112388295,20703116136
120918289,20803119331
111498767,20802117540
111966227,21205131933
111008467,21302134604
112079199,20803118616
111693807,20604111813
115512047,20803118501
111352655,20702115918
111848647,20803118920
113257191,20802117720
111768983,21304135536
111599519,21302134111
112876415,21205131902
113048563,21301133724
115647595,20604112211
112200219,21303135126
110629689,20604111810
112527099,20803118809
111804875,20601110547
112177023,21001122819
119462235,20803118601
112051251,20605113410
112406911,20901120013
108565726,21302134118
112322483,20703116142
112700463,21205132602
111958607,21301133618
110793011,20701114905
112029371,21205132031
109220401,20604111726
110936203,21304135439
111175375,20604112618
111676515,20604112208
120957714,21301133443
111721779,21302134326
114382391,20803119019
110726993,20604111801
111278139,21305136734
112017395,20803118507
111985055,21103126819
112692819,21301133226
111330079,20604111812
111874619,20702115910
113228803,20801117101
113438823,21302134313
121064026,20602111019
112675267,20702115905
110823343,20605113331
112026483,20803118838
120874885,20703116412
111131315,20604111805
111923839,20803118524
115737307,20607114101
110669781,21301133426
110534609,20703116334
