ID,name,gender,restrictedZone,type,Lng,Lat
44972,Donburn Primary School,CoEd,FALSE,Primary,145.1642208,-37.7874394
44971,Sherbourne Primary School,CoEd,FALSE,Primary,145.1301378,-37.709067
44970,Wattle View Primary School,CoEd,FALSE,Primary,145.3032906,-37.9368007
44969,Bimbadeen Heights Primary School,CoEd,FALSE,Primary,145.320944,-37.7717038
44968,Glendal Primary School,CoEd,FALSE,Primary,145.1575517,-37.8667864
44967,Manchester Primary School,CoEd,FALSE,Primary,145.3083579,-37.7722627
44966,Gladstone Park Primary School,CoEd,FALSE,Primary,144.8870945,-37.6876581
44965,Sunbury West Primary School,CoEd,FALSE,Primary,144.7131157,-37.5746253
44964,Ballam Park Primary School,CoEd,FALSE,Primary,145.1588028,-38.14739632
44962,Mossfiel Primary School,CoEd,FALSE,Primary,144.6967772,-37.8727902
44961,Rowville Primary School,CoEd,FALSE,Primary,145.237826,-37.922564
44960,Thomastown West Primary School,CoEd,FALSE,Primary,144.9982433,-37.6786374
44990,Stevensville Primary School,CoEd,FALSE,Primary,144.7812545,-37.7366199
44991,Birmingham Primary School,CoEd,FALSE,Primary,145.3673143,-37.777766
44988,Richmond West Primary School,CoEd,FALSE,Primary,144.995935,-37.813842
44989,Marlborough Primary School,CoEd,FALSE,Primary,145.2319118,-37.8363552
44987,Aldercourt Primary School,CoEd,FALSE,Primary,145.1607313,-38.1167899
44984,Bayswater West Primary School,CoEd,FALSE,Primary,145.2505494,-37.848478
44985,Mornington Park Primary School,CoEd,FALSE,Primary,145.058462,-38.225827
44982,Diamond Creek East Primary School,CoEd,FALSE,Primary,145.1663348,-37.6740567
44983,Brandon Park Primary School,CoEd,FALSE,Primary,145.1727819,-37.9132743
44980,Lalor North Primary School,CoEd,FALSE,Primary,145.029284,-37.663618
44981,Melton West Primary School,CoEd,FALSE,Primary,144.56732,-37.67753
44978,Deer Park West Primary School,CoEd,FALSE,Primary,144.7647066,-37.7710539
44979,Campbellfield Heights Primary School,CoEd,FALSE,Primary,144.955677,-37.665113
44943,Bayswater South Primary School,CoEd,FALSE,Primary,145.2607509,-37.8552898
